angDist,_RAJ2000,_DEJ2000,recno,Name,m_Name,H09,logg,Teff,Fbol,[Fe/H],[a/Fe],RAJ2000,DEJ2000,RV,ageMLP,M.MLP,SimbadName2,_RAJ20002,_DEJ20002,recno2,Tycho2,more,Name2,Dist2,chi2,Av2,Fbol2,Theta*,R*,rho*,M*,Rp,Mp,GaiaDR1,Simbad2,_RA2,_DE2
0.377779,225.025,-73.535278,8348,HD 131664,,H09,4.29,5804.0,1.4972E-8,0.23,-0.06,15 00 06.0,-73 32 07,34.7,6.2,1.07,HD 131664,225.0252817,-73.5353461,490,9270-1491-1,*,HD 131664 b,52.27,1.32,0.0,1.5E-8,96.11,1.08,,1.19,,19.12,1,Simbad,225.02528,-73.53535
1.135306,4.595,44.022778,8395,HD 1326,A,H09,,,,,,00 18 22.8,+44 01 22,11.3,,,HD 1326,4.5953606,44.0229575,161,2794-157-1,*,GJ 15 A b,3.56,6.42,0.0,4.8E-8,472.89,0.36,,0.38,,0.02,0,Simbad,4.59536,44.02296
0.688758,32.607917,-50.823611,8478,HD 13445,,H09,4.59,5251.0,1.0904E-7,-0.09,-0.04,02 10 25.9,-50 49 25,56.7,0.3,0.86,HD 13445,32.6081144,-50.8237561,432,8048-1022-1,*,GJ 86 b,11.25,3.06,0.0,9.9E-8,320.07,0.77,,0.93,,4.42,0,Simbad,32.60811,-50.82376
1.114517,228.369167,-25.309167,8501,HD 134987,,H09,4.28,5764.0,6.9603E-8,0.31,-0.08,15 13 28.6,-25 18 33,4.7,6.0,1.07,HD 134987,228.3694461,-25.3093464,367,6766-877-1,*,HD 134987 b,26.12,2.52,0.0,6.8E-8,216.81,1.22,,1.1,,1.61,1,Simbad,228.36945,-25.30935
0.542343,233.91625,-80.204444,8601,HD 137388,A,H09,4.47,5159.0,1.0359E-8,0.14,-0.1,15 35 39.9,-80 12 16,25.8,13.8,0.84,HD 137388,233.9163383,-80.2045939,496,9437-1921-1,*,HD 137388 b,40.34,0.82,0.0,9.8E-9,101.25,0.88,,0.68,,0.2,1,Simbad,233.91634,-80.20459
1.163415,34.197083,43.772778,8701,HD 13931,,H09,4.3,5864.0,2.4504E-8,0.06,-0.01,02 16 47.3,+43 46 22,30.3,6.2,1.06,HD 13931,34.1974125,43.7729967,165,2842-200-1,*,HD 13931 b,46.75,1.09,0.0,2.4E-8,123.98,1.25,,1.3,,2.2,1,Simbad,34.19741,43.773
0.996489,1.579583,-49.075,8813,HD 142,AB,H09,,6313.0,,0.06,-0.04,00 06 19.1,-49 04 30,5.3,2.8,1.25,HD 142,1.5798958,-49.0751861,429,8025-341-1,*,HD 142 b,,1.19,0.0,1.4E-7,259.4,,,,,,0,Simbad,1.5799,-49.07519
0.807797,242.5625,-84.231389,8818,HD 142022,A,H09,,5507.0,2.3064E-8,0.24,-0.06,16 10 15.0,-84 13 53,-10.0,,,HD 142022,242.5626131,-84.2316131,498,9522-552-1,*,HD 142022 b,34.33,1.72,0.0,2.3E-8,141.33,1.04,,0.9,,4.44,1,Simbad,242.56261,-84.23161
0.807797,242.5625,-84.231389,8819,HD 142022,B,H09,,5112.0,-1.0E-8,,,16 10 15.0,-84 13 53,-10.4,,,HD 142022,242.5626131,-84.2316131,498,9522-552-1,*,HD 142022 b,34.33,1.72,0.0,2.3E-8,141.33,1.04,,0.9,,4.44,1,Simbad,242.56261,-84.23161
0.599109,240.459583,-44.434444,8868,HD 143361,,H09,4.44,5492.0,5.7348E-9,0.3,-0.07,16 01 50.3,-44 26 04,-1.5,7.9,0.96,HD 143361,240.4597794,-44.4345336,420,7863-1386-1,*,HD 143361 b,68.73,0.63,0.0,5.8E-9,68.89,1.02,,0.87,,,1,Simbad,240.45978,-44.43453
1.001542,240.260833,33.303333,8881,HD 143761,A,H09,,5833.0,,-0.17,0.12,16 01 02.6,+33 18 12,17.8,8.7,1.02,HD 143761,240.2610906,33.3035092,146,2576-2228-1,*,rho CrB b,,7.0,0.0,1.9E-7,354.1,,,,,,0,Simbad,240.26109,33.30351
1.279684,4.674167,-8.052778,8970,HD 1461,,H09,4.37,5779.0,7.0363E-8,0.19,-0.06,00 18 41.8,-08 03 10,-10.5,4.7,1.04,HD 1461,4.6744469,-8.0530006,293,5261-789-1,*,HD 1461 b,,1.92,0.0,6.8E-8,217.69,,,,,,0,Simbad,4.67445,-8.053
1.258059,246.005,-39.192778,9041,HD 147513,,H09,4.49,5872.0,1.9153E-7,-0.07,0.03,16 24 01.2,-39 11 34,12.6,0.0,1.04,HD 147513,246.0053719,-39.1929756,419,7853-621-1,*,HD 147513 b,,1.24,0.0,1.9E-7,344.37,,,,,,0,Simbad,246.00537,-39.19298
0.887255,257.815417,-56.680556,9356,HD 154857,,H09,3.8,5552.0,3.6554E-8,-0.2,0.19,17 11 15.7,-56 40 50,27.9,5.1,1.23,HD 154857,257.8155092,-56.6807972,466,8735-1682-1,*,HD 154857 b,64.29,1.57,0.0,3.6E-8,166.75,2.3,,1.96,,2.45,1,Simbad,257.81551,-56.6808
1.136980,259.96375,-48.549167,9439,HD 156411,,H09,3.84,5885.0,5.8133E-8,-0.05,0.05,17 19 51.3,-48 32 57,-39.1,4.5,1.27,HD 156411,259.9641692,-48.5493178,444,8345-4656-1,*,HD 156411 b,,1.16,0.0,5.8E-8,190.02,,,,,,0,Simbad,259.96417,-48.54932
0.516165,260.142917,-19.333611,9458,HD 156846,AB,H09,4.01,6132.0,6.4382E-8,0.25,-0.09,17 20 34.3,-19 20 01,-68.8,3.1,1.4,HD 156846,260.1429625,-19.3337478,341,6242-339-1,*,HD 156846 b,47.37,1.99,0.0,6.4E-8,186.51,1.9,,1.38,,10.67,1,Simbad,260.14296,-19.33375
0.891184,264.747917,-43.145278,9600,HD 159868,,H09,3.86,5518.0,3.5893E-8,-0.06,0.17,17 38 59.5,-43 08 43,-23.5,5.6,1.19,HD 159868,264.7480289,-43.1455117,423,7896-3839-1,*,HD 159868 b,55.36,1.91,0.0,3.5E-8,165.76,1.97,,1.42,,2.51,1,Simbad,264.74803,-43.14551
0.647181,267.659583,-40.318333,9721,HD 162020,,H09,4.57,4699.0,8.853E-9,-0.24,0.14,17 50 38.3,-40 19 06,-27.6,13.8,0.74,HD 162020,267.6598175,-40.3183517,422,7890-1378-1,*,HD 162020 b,30.75,3.9,0.0,8.6E-9,114.13,0.75,,0.42,,9.84,1,Simbad,267.65982,-40.31835
1.153325,39.240417,24.647778,9733,HD 16232,B,H09,4.35,6396.0,4.2274E-8,-0.03,-0.01,02 36 57.7,+24 38 52,17.2,0.0,1.21,HD 16232,39.2405767,24.6480636,96,1771-1397-1,*,30 Ari B b,46.68,1.31,0.0,4.2E-8,140.73,1.41,,1.93,,13.82,1,Simbad,39.24058,24.64806
0.718527,39.244167,-34.577778,9805,HD 16417,,H09,4.06,5816.0,1.319E-7,0.15,-0.03,02 36 58.6,-34 34 40,10.6,6.8,1.13,HD 16417,39.2441994,-34.5779758,384,7014-630-1,*,HD 16417 b,,2.66,0.0,1.3E-7,290.73,,,,,,0,Simbad,39.2442,-34.57798
0.578903,270.38,0.104444,9818,HD 164509,,H09,4.42,6109.0,1.7684E-8,0.23,-0.09,18 01 31.2,+00 06 16,13.3,0.0,1.18,HD 164509,270.380115,0.1045564,27,430-2613-1,*,HD 164509 b,53.86,4.25,0.0,1.5E-8,93.12,1.08,,1.14,,,1,Simbad,270.38011,0.10456
0.551726,270.77875,-28.560556,9823,HD 164604,,H09,,4618.0,,0.12,0.03,18 03 06.9,-28 33 38,7.2,13.8,0.76,HD 164604,270.778885,-28.5606531,371,6854-175-1,*,HD 164604 b,38.54,2.57,0.0,4.9E-9,86.62,0.72,,0.39,,,1,Simbad,270.77888,-28.56065
0.691374,5.217917,-19.931111,9903,HD 1666,,H09,4.07,6445.0,1.4243E-8,0.3,-0.11,00 20 52.3,-19 55 52,17.5,2.1,1.43,HD 1666,5.2180814,-19.931225,322,5842-736-1,*,HD 1666 b,118.03,0.42,0.03,1.4E-8,81.27,2.06,,4.9,,,1,Simbad,5.21808,-19.93122
0.263027,40.58875,38.618611,9946,HD 16760,A,H09,4.66,5683.0,8.5554E-9,0.01,-0.05,02 42 21.3,+38 37 07,-4.2,0.1,0.99,HD 16760,40.5887958,38.6186747,166,2845-2243-1,*,HD 16760 b,,2.59,0.0,9.1E-9,84.37,,,,,,1,Simbad,40.5888,38.61867
