angDist,_RAJ2000,_DEJ2000,recno,Tycho,more,Name,Dist,chi2,Av,Fbol,Theta*,R*,rho*,M*,Rp,Mp,GaiaDR1,Simbad,_RA,_DE,2MASS,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,Qfl,Rfl,X,MeasureJD
0.197765,94.8944831,41.0923058,170,2930-2105-1,*,HD 43691 b,,2.22,0.0,1.6E-8,90.1,,,,,,1,Simbad,94.89448,41.09231,06193467+4105321,94.894478,+41.092251,0.060,0.060,0,6.976,6.777,6.700,0.024,0.046,0.023,AAA,111,0,2451486.8671
0.334028,91.1247631,44.2604431,171,2937-1747-1,*,HD 40979 b,33.95,0.51,0.0,5.3E-8,165.91,1.21,,1.45,,4.67,1,Simbad,91.12476,44.26044,06042993+4415379,91.124726,+44.260532,0.060,0.060,90,5.742,5.509,5.452,0.029,0.027,0.020,AAA,111,0,2451121.9676
0.245199,102.8771506,40.8677569,172,2946-426-1,*,HD 49674 b,42.85,0.53,0.0,1.6E-8,110.26,1.02,,1.03,,0.1,1,Simbad,102.87715,40.86776,06513051+4052041,102.877149,+40.867825,0.080,0.060,0,6.835,6.523,6.432,0.029,0.018,0.016,AAA,111,0,2450912.6219
0.132165,148.6432817,40.3880514,173,2996-683-1,*,KELT-3 b,210.53,1.1,0.0,3.0E-9,37.63,1.7,0.56,1.96,1.56,1.94,1,Simbad,148.64328,40.38805,09543439+4023170,148.643324,+40.388069,0.090,0.080,90,8.963,8.728,8.662,0.019,0.019,0.019,AAE,222,0,2450897.8324
0.394482,155.5440111,41.2295308,174,3004-578-1,*,HD 89744 b,,0.76,0.0,1.3E-7,258.1,,,,,,0,Simbad,155.54401,41.22953,10221057+4113466,155.544047,+41.229637,0.110,0.090,90,4.855,4.529,4.454,0.232,0.036,0.021,DEA,311,0,2450908.6822
0.637591,164.8665533,40.4302556,175,3009-2703-1,*,47 UMa b,,0.93,0.0,2.6E-7,402.83,,,,,,0,Simbad,164.86655,40.43026,10592802+4025485,164.866750,+40.430161,0.290,0.290,90,3.960,3.736,3.750,0.296,0.224,0.340,DDD,333,0,2450912.8059
0.099289,164.8961969,43.8144628,176,3011-791-1,*,HD 95127 b,760.61,2.37,0.0,2.7E-8,250.84,41.01,,3.7,,10.63,1,Simbad,164.8962,43.81446,10593509+4348520,164.896235,+43.814465,0.080,0.070,90,5.855,5.215,5.022,0.023,0.024,0.018,AAA,111,0,2451156.9772
0.149491,166.4414525,44.3015583,177,3012-667-1,*,HD 96127 b,534.52,5.53,0.0,6.4E-8,444.77,51.1,,10.94,,20.96,1,Simbad,166.44145,44.30156,11054595+4418054,166.441478,+44.301521,0.170,0.170,90,4.887,4.124,3.911,0.190,0.176,0.036,CCE,331,0,2451157.0285
0.061199,171.2749408,41.0279672,178,3013-1229-1,*,HAT-P-21 b,268.3,1.63,0.0,5.7E-10,20.89,1.21,1.0,1.24,1.11,4.87,1,Simbad,171.27494,41.02797,11250598+4101406,171.274955,+41.027954,0.070,0.060,0,10.503,10.154,10.111,0.022,0.019,0.018,AAA,222,0,2450916.7660
0.107162,172.12589,43.9665792,179,3015-1137-1,*,HD 99706 b,148.54,6.16,0.0,3.0E-8,197.09,6.29,,1.7,,1.39,1,Simbad,172.12589,43.96658,11283020+4357597,172.125872,+43.966606,0.060,0.060,90,5.918,5.472,5.335,0.026,0.027,0.016,AAA,111,0,2451247.7884
0.081987,188.2662764,44.915335,180,3020-2221-1,*,HAT-P-36 b,288.32,0.86,0.0,3.3E-10,16.11,1.0,1.1,0.78,1.15,1.53,1,Simbad,188.26628,44.91533,12330390+4454552,188.266255,+44.915352,0.060,0.060,0,11.046,10.723,10.603,0.027,0.030,0.021,AAA,222,0,2451525.9948
0.880813,224.58985,44.0433167,182,3050-1243-1,*,HD 132563 B b,,10.49,0.0,8.3E-9,69.64,,,,,,1,Simbad,224.58985,44.04332,14582150+4402352,224.589619,+44.043137,0.120,0.110,90,8.003,7.747,7.431,,,0.021,UUA,661,0,2451618.8349
4.248754,224.58985,44.0433167,182,3050-1243-1,*,HD 132563 B b,,10.49,0.0,8.3E-9,69.64,,,,,,1,Simbad,224.58985,44.04332,14582117+4402358,224.588209,+44.043278,0.080,0.070,90,7.731,7.576,7.494,0.054,0.033,0.049,AAA,111,0,2451618.8349
0.094641,247.6234106,38.3473078,183,3063-1587-1,*,HD 149026 b,76.68,1.94,0.0,1.4E-8,85.33,1.41,0.72,1.42,0.74,0.38,1,Simbad,247.62341,38.34731,16302962+3820503,247.623437,+38.347324,0.120,0.060,0,7.118,6.899,6.819,0.024,0.018,0.017,AAA,111,0,2451332.7546
0.083634,245.15149,41.0480853,184,3065-1195-1,*,HAT-P-2 b,128.84,1.58,0.0,8.5E-9,61.61,1.71,0.55,1.93,1.2,11.43,1,Simbad,245.15149,41.04809,16203635+4102531,245.151479,+41.048107,0.060,0.060,90,7.796,7.652,7.603,0.027,0.038,0.020,AAA,111,0,2450932.8764
0.216174,242.6013106,43.817645,185,3067-576-1,*,14 Her b,17.88,3.73,0.0,6.4E-8,243.04,0.93,,0.9,,4.66,1,Simbad,242.60131,43.81764,16102432+4349037,242.601347,+43.817699,0.070,0.060,0,5.158,4.803,4.714,0.029,0.016,0.016,AAA,111,0,2451306.8270
0.122304,260.1161564,38.2421975,186,3086-152-1,*,HAT-P-14 b,252.17,1.55,0.11,2.8E-9,33.53,1.82,0.62,2.65,1.42,3.44,1,Simbad,260.11616,38.2422,17202788+3814317,260.116169,+38.242165,0.060,0.060,0,9.094,8.927,8.851,0.021,0.020,0.019,AAA,122,0,2450944.8341
0.102509,287.4785389,38.2288678,187,3120-1368-1,*,Kepler-454 b,224.45,0.17,0.01,6.7E-10,21.78,1.05,1.04,0.85,0.21,0.02,1,Simbad,287.47854,38.22887,19095484+3813438,287.478519,+38.228844,0.060,0.060,90,10.357,10.021,9.968,0.021,0.022,0.018,AAA,222,0,2450959.8328
0.159651,284.0596158,44.5181622,188,3131-1199-1,*,Kepler-37 b,65.4,8.55,0.0,3.6E-9,56.04,0.79,2.5,0.87,0.03,0.01,1,Simbad,284.05962,44.51816,18561431+4431052,284.059660,+44.518131,0.060,0.060,0,8.356,8.000,7.942,0.018,0.024,0.013,AAA,112,0,2450984.7849
0.073405,291.4182908,38.6723364,189,3134-218-1,*,Kepler-93 b,98.7,0.47,0.04,2.9E-9,46.08,0.98,1.65,1.09,0.14,0.01,1,Simbad,291.41829,38.67234,19254039+3840204,291.418298,+38.672356,0.060,0.060,0,8.771,8.446,8.370,0.019,0.017,0.019,AAA,112,0,2450965.8207
0.065724,297.4537158,41.0110053,190,3140-349-1,*,KOI-12 b,460.4,1.34,0.3,9.1E-10,17.72,1.75,0.47,1.82,1.54,5.32,1,Simbad,297.45372,41.01101,19494889+4100395,297.453729,+41.010990,0.060,0.060,0,10.461,10.287,10.234,0.020,0.022,0.018,AAA,222,0,2450957.8756
0.097366,293.7417264,44.4483225,191,3147-188-1,*,Kepler-78 b,124.76,0.17,0.08,6.9E-10,27.86,0.75,2.84,0.84,0.1,0.01,1,Simbad,293.74173,44.44832,19345800+4426539,293.741690,+44.448330,0.060,0.060,0,10.184,9.675,9.586,0.025,0.018,0.015,AAA,222,0,2450977.7971
0.232781,309.8873331,42.2485486,192,3161-126-1,*,HD 197037 b,33.32,0.91,0.0,5.1E-8,164.88,1.18,,1.19,,,1,Simbad,309.88733,42.24855,20393296+4214549,309.887356,+42.248611,0.070,0.060,0,5.772,5.568,5.488,0.024,0.024,0.018,AAA,111,0,2451120.5703
0.119873,343.2665525,44.4777456,193,3227-413-1,*,HD 216536 b,369.02,1.88,0.25,9.5E-9,123.98,9.83,,0.81,,1.05,1,Simbad,343.26655,44.47775,22530398+4428399,343.266598,+44.477753,0.060,0.060,0,7.172,6.636,6.496,0.023,0.029,0.018,AAA,111,0,2451098.7021
0.180504,352.8225561,39.2361969,194,3231-323-1,*,14 And b,,3.0,0.0,2.8E-7,663.23,,,,,,0,Simbad,352.82256,39.2362,23311742+3914102,352.822609,+39.236168,0.290,0.290,90,3.019,2.608,2.331,0.180,0.184,0.240,CCD,333,0,2451437.8576
0.027363,354.7742117,42.4659728,195,3239-992-1,*,HAT-P-6 b,278.66,1.04,0.03,1.8E-9,27.12,1.62,0.59,1.79,1.48,1.32,1,Simbad,354.77421,42.46597,23390581+4227575,354.774222,+42.465973,0.060,0.060,90,9.558,9.440,9.313,0.023,0.018,0.019,AAA,222,0,2451115.6511
0.046877,31.0428292,46.6878378,196,3281-800-1,*,HAT-P-32 b,264.08,0.33,0.07,8.7E-10,21.0,1.19,0.91,1.09,1.75,0.83,1,Simbad,31.04283,46.68784,02041028+4641162,31.042848,+46.687836,0.060,0.060,90,10.251,10.024,9.990,0.022,0.022,0.022,AAA,222,0,2451114.7541
0.046672,33.1311614,51.7787639,197,3293-1539-1,*,HAT-P-29 b,329.14,4.77,0.35,6.2E-10,18.35,1.3,0.93,1.45,1.17,0.88,1,Simbad,33.13116,51.77876,02123147+5146435,33.131142,+51.778759,0.060,0.060,90,10.648,10.395,10.297,0.023,0.023,0.020,AAA,222,0,2451152.6668
0.103461,41.5921606,49.6530814,198,3304-101-1,*,HD 17092 b,225.31,3.09,0.05,3.7E-8,280.39,13.58,,6.73,,10.13,1,Simbad,41.59216,49.65308,02462210+4939110,41.592117,+49.653076,0.060,0.060,90,5.530,5.007,4.807,0.020,0.018,0.016,AAA,111,0,2451472.8480
0.093034,40.7102625,49.5869667,199,3304-323-1,*,BD +48 738 b,,1.6,0.4,1.4E-8,167.95,,,,,,0,Simbad,40.71026,49.58697,02425045+4935130,40.710224,+49.586960,0.060,0.060,0,6.704,6.077,5.904,0.021,0.047,0.018,AAA,111,0,2451472.8191
0.090033,117.02695,50.2258222,200,3413-5-1,*,XO-2 b,,3.52,0.08,1.0E-9,30.99,,,,,,0,Simbad,117.02695,50.22582,07480647+5013328,117.026968,+50.225800,0.070,0.060,90,9.744,9.340,9.308,0.022,0.026,0.021,AAA,222,0,2451626.7195
0.052673,117.0311725,50.2175706,201,3413-210-1,*,XO-2S b,149.76,2.04,0.12,1.1E-9,31.06,1.0,,0.98,,0.26,1,Simbad,117.03117,50.21757,07480748+5013032,117.031174,+50.217556,0.070,0.060,90,9.742,9.371,9.272,0.022,0.027,0.021,AAA,222,0,2451626.7195
0.070885,129.882555,47.3520361,202,3416-543-1,*,HAT-P-13 b,,0.7,0.0,1.6E-9,34.58,,,,,,0,Simbad,129.88255,47.35204,08393180+4721073,129.882536,+47.352051,0.100,0.100,90,9.328,9.058,8.975,0.018,0.017,0.017,AAA,222,0,2450926.6749
0.052149,142.1666183,45.6014817,203,3425-1596-1,*,HD 81688 b,,1.66,0.0,2.2E-7,552.65,,,,,,0,Simbad,142.16662,45.60148,09283999+4536053,142.166639,+45.601482,0.290,0.290,0,3.799,3.269,3.056,0.294,0.218,0.352,DDD,333,0,2451230.7281
0.129451,140.6565706,50.6037306,204,3431-46-1,*,HD 80606 b,65.21,1.71,0.0,7.0E-9,73.99,1.04,1.45,1.15,1.07,4.38,1,Simbad,140.65657,50.60373,09223756+5036134,140.656514,+50.603729,0.060,0.060,0,7.702,7.400,7.316,0.030,0.034,0.020,AAA,111,0,2451484.0088
0.191477,155.6816364,50.12835,205,3441-925-1,*,HAT-P-22 b,84.1,5.47,0.0,4.0E-9,61.53,1.11,1.16,1.13,1.15,2.47,1,Simbad,155.68164,50.12835,10224361+5007420,155.681719,+50.128345,0.060,0.060,90,8.293,7.935,7.837,0.023,0.029,0.021,AAA,111,0,2451175.9586
0.059852,206.0941456,48.0286694,206,3466-819-1,*,HAT-P-3 b,137.77,0.68,0.03,8.3E-10,29.29,0.87,2.28,1.06,0.94,0.65,1,Simbad,206.09415,48.02867,13442258+4801432,206.094121,+48.028667,0.090,0.060,0,9.936,9.542,9.448,0.022,0.028,0.025,AAA,222,0,2451613.8066
0.733411,255.6516819,47.0818789,207,3501-1373-1,*,HD 154345 b,18.26,0.95,0.0,5.6E-8,215.91,0.85,,0.71,,0.82,1,Simbad,255.65168,47.08188,17023639+4704540,255.651655,+47.081676,0.060,0.060,90,5.411,5.098,5.003,0.041,0.020,0.017,AAA,111,0,2451307.8232
0.024882,274.7010542,45.1720158,208,3525-76-1,*,WASP-58 b,297.46,1.23,0.0,5.5E-10,19.03,1.22,0.83,1.06,1.43,0.97,1,Simbad,274.70105,45.17202,18184825+4510192,274.701064,+45.172016,0.060,0.060,90,10.626,10.364,10.285,0.030,0.033,0.020,AAA,222,0,2451670.8442
0.122864,287.7087917,47.3330194,209,3546-413-1,*,Kepler-14 b,,1.72,0.0,3.7E-10,12.83,,,,,,0,Simbad,287.70879,47.33302,19105011+4719589,287.708814,+47.333050,0.070,0.060,0,11.202,11.068,10.988,0.022,0.020,0.011,AAA,222,0,2450972.8350
0.020338,292.2473058,47.9695081,210,3547-1402-1,*,HAT-P-7 b,334.43,1.1,0.14,1.7E-9,27.85,2.0,0.27,1.56,1.51,1.84,1,Simbad,292.24731,47.96951,19285935+4758102,292.247310,+47.969513,0.070,0.060,0,9.555,9.344,9.334,0.030,0.029,0.018,AAA,222,0,2451685.8433
0.059432,286.8084869,49.3164158,211,3549-2811-1,*,TrES-2 b,231.62,3.38,0.13,7.8E-10,22.41,1.12,1.38,1.36,1.36,1.49,1,Simbad,286.80849,49.31642,19071403+4918590,286.808473,+49.316402,0.080,0.070,90,10.232,9.920,9.846,0.020,0.026,0.022,AAA,222,0,2451649.9345
0.124326,291.0323544,49.04026,212,3551-189-1,*,Kepler-68 b,148.84,2.26,0.04,2.4E-9,40.06,1.28,0.8,1.19,0.21,0.02,1,Simbad,291.03235,49.04026,19240775+4902249,291.032305,+49.040272,0.060,0.060,0,8.975,8.662,8.588,0.046,0.029,0.022,AAA,112,0,2451682.8549
0.380314,297.7093619,48.0808614,213,3561-2092-1,*,HAT-P-11 b,37.89,2.21,0.0,5.9E-9,94.63,0.77,2.73,0.88,0.43,0.09,1,Simbad,297.70936,48.08086,19505021+4804508,297.709244,+48.080791,0.080,0.070,0,7.608,7.131,7.009,0.029,0.021,0.020,AAA,111,0,2450990.9521
0.218481,295.4665525,50.517525,214,3565-1525-1,*,16 Cyg B b,21.22,2.45,0.0,9.0E-8,248.82,1.13,,1.08,,1.78,1,Simbad,295.46655,50.51752,19415198+5031032,295.466599,+50.517578,0.090,0.090,90,4.993,4.695,4.651,0.037,0.036,0.016,EEA,111,0,2450990.8807
0.048895,335.5128689,45.4573656,215,3607-1028-1,*,HAT-P-40 b,432.64,0.54,0.25,7.9E-10,20.82,1.94,0.2,1.03,1.52,0.48,1,Simbad,335.51287,45.45737,22220308+4527265,335.512861,+45.457378,0.070,0.060,0,10.367,10.085,10.009,0.023,0.020,0.018,AAA,222,0,2451097.6621
0.305413,354.5012806,48.9965244,216,3646-2286-1,*,HD 222155 b,51.15,0.93,0.0,4.0E-8,168.49,1.85,,1.21,,2.12,1,Simbad,354.50128,48.99652,23380027+4859475,354.501160,+48.996555,0.060,0.060,90,5.885,5.579,5.510,0.024,0.018,0.023,AAA,111,0,2451125.7226
0.104382,8.2933114,54.8949858,217,3658-583-1,*,HD 2952 b,110.38,0.6,0.08,1.5E-7,453.47,10.76,,1.97,,1.37,1,Simbad,8.29331,54.89499,00331038+5453419,8.293261,+54.894985,0.290,0.290,0,4.264,3.779,3.629,0.270,0.210,0.246,DCD,333,0,2451492.7280
0.049992,65.4696056,57.8171856,218,3727-1064-1,*,XO-3 b,201.7,1.21,0.0,2.9E-9,35.45,1.54,0.22,0.58,1.41,7.29,1,Simbad,65.46961,57.81719,04215269+5749018,65.469581,+57.817181,0.060,0.060,90,9.013,8.845,8.791,0.029,0.018,0.019,AAA,112,0,2451170.7087
0.119813,97.6962833,58.1626336,219,3777-2071-1,*,6 Lyn b,,2.72,0.0,1.4E-7,402.86,,,,,,0,Simbad,97.69628,58.16263,06304711+5809453,97.696296,+58.162601,0.290,0.290,90,4.272,3.825,3.701,0.254,0.252,0.300,DDD,333,0,2451548.6918
0.133231,110.3881667,58.2680858,220,3793-1994-1,*,XO-4 b,257.48,0.97,0.0,1.5E-9,26.28,1.45,0.5,1.1,1.25,1.42,1,Simbad,110.38817,58.26809,07213317+5816051,110.388223,+58.268108,0.060,0.060,90,9.667,9.476,9.406,0.021,0.022,0.023,AAA,222,0,2451181.8553
0.203689,177.8437956,57.6407339,221,3839-846-1,*,HD 102956 b,122.95,5.36,0.0,2.3E-8,166.81,4.41,,1.59,,0.92,1,Simbad,177.8438,57.64073,11512253+5738267,177.843877,+57.640770,0.080,0.080,0,6.214,5.767,5.663,0.020,0.020,0.020,AAA,111,0,2451235.9124
0.066527,203.5105808,53.7285278,222,3850-458-1,*,HD 118203 b,91.07,6.79,0.0,1.7E-8,105.21,2.06,,1.84,,2.79,1,Simbad,203.51058,53.72853,13340254+5343426,203.510597,+53.728512,0.100,0.060,0,6.861,6.608,6.543,0.021,0.038,0.023,AAA,111,0,2451612.7967
0.062087,224.2277142,53.3821689,223,3861-267-1,*,HD 132406 b,70.35,1.44,0.0,1.2E-8,88.61,1.34,,1.03,,5.38,1,Simbad,224.22771,53.38217,14565464+5322557,224.227703,+53.382153,0.070,0.070,90,7.250,6.985,6.870,0.023,0.031,0.017,AAA,111,0,2451623.8322
0.193481,233.8174953,53.9221425,224,3869-494-1,*,HD 139357 b,,1.61,0.0,1.5E-7,501.15,,,,,,0,Simbad,233.8175,53.92214,15351620+5355195,233.817504,+53.922089,0.300,0.290,0,4.180,3.593,3.406,0.260,0.216,0.324,DCD,333,0,2451313.7944
0.141418,231.2323942,58.966065,225,3875-1620-1,*,iota Dra b,,7.5,0.0,1.7E-6,1739.51,,,,,,0,Simbad,231.23239,58.96606,15245578+5857577,231.232441,+58.966034,0.290,0.290,90,1.293,0.724,0.671,0.220,0.146,0.200,DBC,333,0,2451280.9207
0.257531,272.6318336,54.2865533,226,3903-2143-1,*,HD 167042 b,,0.85,0.0,1.3E-7,422.98,,,,,,0,Simbad,272.63183,54.28655,18103166+5417114,272.631936,+54.286514,0.300,0.290,0,3.933,3.557,3.550,0.230,0.198,0.238,DCD,333,0,2451625.0168
0.087698,268.4187281,56.391955,227,3910-257-1,*,HD 163607 b,66.94,3.03,0.0,1.8E-8,117.43,1.69,,1.17,,,1,Simbad,268.41873,56.39195,17534049+5623309,268.418747,+56.391933,0.110,0.060,0,6.648,6.342,6.271,0.018,0.018,0.020,AAA,111,0,2451314.8692
0.062365,291.16235,55.4731469,228,3925-739-1,*,WASP-48 b,398.21,2.77,0.0,5.6E-10,18.44,1.58,0.32,0.88,1.5,0.8,1,Simbad,291.16235,55.47315,19243895+5528233,291.162330,+55.473160,0.070,0.060,0,10.627,10.441,10.372,0.025,0.032,0.022,AAA,222,0,2451668.8890
0.185861,348.9259344,58.0432422,229,4006-19-1,*,HD 240237 b,875.6,11.61,0.31,4.5E-8,378.45,71.23,,8.76,,15.89,1,Simbad,348.92593,58.04324,23154222+5802358,348.925917,+58.043293,0.090,0.090,0,5.105,4.472,4.319,0.024,0.065,0.318,EED,113,0,2451702.9415
0.114369,347.6217931,57.0294542,230,4006-980-1,*,HD 240210 b,,6.54,0.12,3.7E-8,356.81,,,,,,0,Simbad,347.62179,57.02945,23102924+5701460,347.621848,+57.029465,0.070,0.070,0,5.306,4.587,4.388,0.050,0.036,0.021,AEA,111,0,2451172.6390
0.076010,34.5606719,65.5943581,231,4054-322-1,*,HD 13908 b,79.97,1.96,0.0,2.6E-8,113.68,1.95,,1.79,,,1,Simbad,34.56067,65.59436,02181456+6535397,34.560699,+65.594376,0.060,0.060,90,6.497,6.251,6.210,0.023,0.017,0.021,AAA,111,0,2451183.6498
0.120727,124.5923875,61.4607194,232,4126-818-1,*,HD 68988 b,59.96,1.43,0.0,1.4E-8,92.03,1.19,,1.28,,1.97,1,Simbad,124.59239,61.46072,08182216+6127387,124.592364,+61.460751,0.080,0.060,0,7.060,6.812,6.743,0.021,0.020,0.024,AAA,111,0,2451191.8310
0.466924,127.5661278,60.71817,233,4127-2431-1,*,omicron UMa b,,7.38,0.0,1.3E-6,1178.36,,,,,,0,Simbad,127.56613,60.71817,08301592+6043056,127.566366,+60.718227,0.290,0.290,90,1.867,1.405,1.339,0.318,0.162,0.202,DCC,333,0,2451191.9114
0.115501,130.0534069,64.3279361,234,4130-2355-1,*,4 UMa b,,3.48,0.05,5.8E-7,1050.13,,,,,,0,Simbad,130.05341,64.32794,08401279+6419405,130.053333,+64.327934,0.290,0.290,90,2.619,2.021,1.734,0.290,0.186,0.218,DCD,333,0,2451626.7338
0.175692,195.4455278,63.6102247,235,4166-541-1,*,HD 113337 b,,1.14,0.0,1.0E-7,200.39,,,,,,0,Simbad,195.44553,63.61022,13014695+6336368,195.445636,+63.610233,0.100,0.060,90,5.187,5.053,5.005,0.019,0.018,0.017,AAA,111,0,2451237.8976
0.123820,258.0966817,63.3520922,236,4202-656-1,*,HD 156279 b,36.52,2.56,0.0,1.7E-8,121.28,0.95,,0.95,,9.88,1,Simbad,258.09668,63.35209,17122319+6321074,258.096645,+63.352062,0.110,0.060,0,6.677,6.346,6.269,0.018,0.026,0.023,AAA,111,0,2451314.8282
0.211544,279.2214756,61.7025053,237,4215-406-1,*,HIP 91258 b,45.81,1.63,0.0,1.0E-8,90.17,0.89,,0.97,,1.09,1,Simbad,279.22148,61.70251,18365313+6142088,279.221405,+61.702457,0.060,0.060,90,7.310,6.996,6.893,0.023,0.023,0.021,AAA,111,0,2451646.9046
0.186957,276.4964056,65.5634803,238,4222-2311-1,*,42 Dra b,,5.36,0.0,4.6E-7,952.0,,,,,,0,Simbad,276.49641,65.56348,18255915+6533486,276.496499,+65.563515,0.290,0.290,0,2.949,2.197,2.085,0.234,0.196,0.216,DCC,333,0,2451323.8412
0.162008,350.0599142,61.9701281,239,4283-211-1,*,HD 220074 b,276.64,12.09,0.2,2.3E-7,923.7,54.92,,2.2,,16.64,1,Simbad,350.05991,61.97013,23201439+6158123,350.059989,+61.970100,0.290,0.290,0,3.182,2.373,2.006,0.200,0.164,0.212,CCC,333,0,2451466.6922
0.086532,42.4353639,71.7532306,240,4321-1320-1,*,HD 17156 b,79.82,1.04,0.0,1.5E-8,90.38,1.55,0.53,1.41,1.1,3.51,1,Simbad,42.43536,71.75323,02494447+7145115,42.435295,+71.753220,0.070,0.060,90,7.080,6.857,6.763,0.018,0.027,0.024,AAA,111,0,2451472.8878
0.121451,29.7086956,73.1523844,241,4322-1310-1,*,HD 11755 b,218.34,1.15,0.14,8.9E-8,438.5,20.58,,0.72,,5.63,1,Simbad,29.7087,73.15238,01585009+7309084,29.708712,+73.152351,0.310,0.290,0,4.667,3.931,3.760,0.186,0.228,0.280,CDD,333,0,2451225.6015
0.101226,59.1512344,74.080035,242,4339-2274-1,*,HD 24064 b,300.33,7.05,0.32,1.4E-7,619.67,40.0,,1.61,,12.89,1,Simbad,59.15123,74.08003,03563629+7404482,59.151225,+74.080063,0.290,0.290,0,4.317,3.432,3.130,0.294,0.266,0.394,DDD,333,0,2451218.6181
0.151646,77.4029961,69.6394031,243,4346-320-1,*,HD 32518 b,,1.63,0.2,1.2E-7,429.29,,,,,,0,Simbad,77.403,69.6394,05093674+6938219,77.403107,+69.639420,0.160,0.160,0,4.531,3.992,3.911,0.222,0.144,0.036,DBE,331,0,2451613.6646
0.104748,188.0299481,74.4895467,244,4400-99-1,*,HD 109246 b,68.13,3.14,0.0,8.3E-9,72.98,1.07,,1.2,,0.86,1,Simbad,188.02995,74.48955,12320721+7429223,188.030042,+74.489532,0.080,0.060,90,7.570,7.296,7.216,0.027,0.020,0.023,AAA,111,0,2451255.9261
0.177607,229.2745383,71.8239017,245,4414-2315-1,*,11 UMi b,133.86,5.91,0.0,4.5E-7,1035.45,29.79,,2.78,,14.74,1,Simbad,229.27454,71.8239,15170588+7149258,229.274513,+71.823853,0.320,0.290,0,2.876,2.091,1.939,0.230,0.194,0.270,DCD,333,0,2451324.6931
0.208494,222.6763575,74.1555039,246,4416-1799-1,*,bet UMi b,,2.02,0.0,8.5E-6,4910.83,,,,,,0,Simbad,222.67636,74.1555,14504235+7409199,222.676495,+74.155548,0.290,0.290,90,-0.495,-1.225,-1.287,0.194,0.184,0.204,CCC,333,0,2451319.6931
0.051156,224.2014692,74.9009222,247,4417-267-1,*,8 UMi b,162.84,8.07,0.02,6.4E-8,294.33,10.3,,1.44,,1.31,1,Simbad,224.20147,74.90092,14564834+7454032,224.201449,+74.900909,0.080,0.070,0,5.069,4.749,4.515,0.027,0.036,0.020,AEA,111,0,2451334.6584
1.130893,264.1079139,68.3391408,248,4428-1943-1,*,GJ 687 b,4.54,5.14,0.0,3.2E-8,441.8,0.43,,0.45,,0.06,0,Simbad,264.10791,68.33914,17362594+6820220,264.108104,+68.339447,0.070,0.070,90,5.335,4.766,4.548,0.021,0.033,0.021,AEA,111,0,2451318.8171
0.193046,20.4963067,76.7102886,249,4494-1346-1,*,HD 7924 b,17.01,0.86,0.0,4.2E-8,213.63,0.78,,0.65,,0.02,1,Simbad,20.49631,76.71029,01215911+7642372,20.496328,+76.710342,0.080,0.080,90,5.618,5.231,5.159,0.026,0.033,0.020,AAA,111,0,2451478.8623
0.246525,80.6397183,79.2311506,250,4532-2096-1,*,HD 33564 b,,0.65,0.0,2.4E-7,325.01,,,,,,0,Simbad,80.63972,79.23115,05223348+7913519,80.639512,+79.231094,0.120,0.110,0,4.416,4.201,3.911,0.278,0.276,0.020,DDE,331,0,2451237.6598
0.087544,181.3129953,76.9057353,251,4550-2113-1,*,HD 104985 b,,4.91,0.0,1.6E-7,481.22,,,,,,0,Simbad,181.313,76.90574,12051510+7654205,181.312930,+76.905716,0.290,0.290,0,4.112,3.547,3.274,0.226,0.194,0.304,DCD,333,0,2451300.6286
0.220723,205.6633411,78.0644378,252,4561-2319-1,*,HD 120084 b,,0.62,0.0,1.4E-7,432.02,,,,,,0,Simbad,205.66334,78.06444,13423920+7803521,205.663359,+78.064499,0.360,0.290,0,4.091,3.599,3.572,0.282,0.206,0.236,DCD,333,0,2451580.8706
0.183599,354.8368814,77.6322744,253,4606-3584-1,*,gamma Cep b,,2.86,0.0,1.7E-6,1525.31,,,,,,0,Simbad,354.83688,77.63227,23392083+7737563,354.836826,+77.632324,0.300,0.290,0,1.661,1.190,1.038,0.348,0.176,0.206,DCC,333,0,2451716.9133
0.133976,34.7486456,85.7361594,254,4620-542-1,*,HD 12648 b,185.89,0.58,0.01,5.5E-8,275.72,11.02,,0.67,,1.96,1,Simbad,34.74865,85.73616,02185973+8544102,34.748910,+85.736191,0.070,0.060,0,5.302,4.820,4.743,0.023,0.046,0.031,AAA,111,0,2451814.9635
0.257805,7.4994667,-5.7639992,255,4671-94-1,*,HD 2638 b,56.23,4.19,0.0,5.8E-9,77.68,0.94,,0.77,,0.42,1,Simbad,7.49947,-5.764,00295988-0545502,7.499519,-5.763950,0.180,0.150,0,7.858,7.417,7.308,0.020,0.031,0.023,AAA,111,0,2451071.8062
0.242895,18.6221694,-5.0473825,256,4683-883-1,*,HD 7449 b,36.85,1.87,0.0,2.7E-8,122.48,0.97,,1.14,,1.38,1,Simbad,18.62217,-5.04738,01142933-0502504,18.622227,-5.047347,0.150,0.070,90,6.425,6.179,6.084,0.023,0.042,0.029,AAA,111,0,2451074.7616
0.086984,37.1551108,-7.0606572,257,4697-201-1,*,WASP-77 A b,100.97,2.35,0.0,2.8E-9,50.11,1.09,1.64,1.49,1.38,2.29,1,Simbad,37.15511,-7.06066,02283722-0703384,37.155115,-7.060681,0.180,0.060,90,8.766,8.374,8.405,0.020,0.040,0.031,AAE,112,0,2451091.8289
