angDist,_RAJ2000,_DEJ2000,recno,Tycho,more,Name,Dist,chi2,Av,Fbol,Theta*,R*,rho*,M*,Rp,Mp,GaiaDR1,Simbad,_RA,_DE,2MASS,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,Qfl,Rfl,X,MeasureJD
0.126386,318.740705,-20.7892094,345,6359-848-1,*,HD 202206 b,45.58,1.1,0.0,1.6E-8,105.43,1.03,,1.27,,18.63,1,Simbad,318.7407,-20.78921,21145777-2047210,318.740732,-20.789185,0.060,0.060,90,6.850,6.567,6.485,0.026,0.016,0.023,AAA,111,0,2451304.8881
0.412501,323.0979561,-20.9574242,346,6373-214-1,*,HD 204941 b,28.75,1.17,0.0,1.4E-8,126.03,0.78,,0.58,,0.23,1,Simbad,323.09796,-20.95742,21322353-2057264,323.098057,-20.957359,0.060,0.060,0,6.895,6.475,6.357,0.026,0.046,0.018,AAA,111,0,2451003.8838
0.499766,322.0508628,-21.7262556,347,6373-682-1,*,HD 204313 b,47.6,0.7,0.0,1.7E-8,107.41,1.1,,1.03,,3.46,1,Simbad,322.05086,-21.72626,21281220-2143340,322.050843,-21.726118,0.060,0.060,90,6.812,6.539,6.459,0.024,0.040,0.018,AAA,111,0,2451003.8390
0.194751,336.7628006,-17.2636567,348,6385-788-1,*,HD 212771 b,111.69,3.49,0.01,3.2E-8,189.4,4.55,,2.41,,3.69,1,Simbad,336.7628,-17.26366,22270308-1715492,336.762856,-17.263668,0.060,0.060,90,6.025,5.578,5.496,0.019,0.038,0.018,AAA,111,0,2450989.8306
0.247321,359.9742992,-22.4281153,349,6411-109-1,*,HD 224693 b,,4.07,0.0,1.3E-8,84.77,,,,,,1,Simbad,359.9743,-22.42812,23595381-2225411,359.974227,-22.428099,0.060,0.060,90,7.136,6.882,6.808,0.024,0.047,0.020,AAA,111,0,2451039.7243
0.059607,5.1605669,-23.9357131,350,6413-439-1,*,WASP-20 b,,1.86,0.0,1.3E-9,27.81,,,,,,0,Simbad,5.16057,-23.93571,00203853-2356086,5.160559,-23.935728,0.080,0.060,90,9.701,9.417,9.390,0.021,0.021,0.024,AAA,222,0,2451348.9334
0.161766,12.3081192,-24.1366728,351,6421-1078-1,*,HD 4732 b,,1.63,0.0,1.5E-7,418.87,,,,,,0,Simbad,12.30812,-24.13667,00491393-2408119,12.308072,-24.136660,0.170,0.170,90,4.338,3.717,3.691,0.248,0.242,0.036,DDE,331,0,2451128.5096
0.505246,11.1110439,-26.5156819,352,6423-1832-1,*,HD 4208 b,34.01,0.71,0.0,2.1E-8,126.15,0.92,,0.9,,0.82,1,Simbad,11.11104,-26.51568,00442661-2630566,11.110895,-26.515726,0.060,0.060,90,6.570,6.243,6.163,0.030,0.040,0.021,AAA,111,0,2451127.5731
0.366915,41.6786964,-23.0866119,353,6434-494-1,*,HIP 12961 b,23.27,1.26,0.0,5.2E-9,129.73,0.65,,0.69,,0.36,1,Simbad,41.6787,-23.08661,02464286-2305119,41.678596,-23.086655,0.070,0.060,0,7.558,6.927,6.736,0.021,0.031,0.018,AAA,111,0,2451058.7767
0.335067,50.0149069,-28.8540722,354,6445-136-1,*,HD 20782 b,35.85,0.51,0.0,3.1E-8,143.71,1.11,,1.07,,1.95,1,Simbad,50.01491,-28.85407,03200355-2851145,50.014809,-28.854036,0.060,0.060,0,6.229,5.956,5.827,0.019,0.038,0.016,AAA,111,0,2451139.5968
0.085296,52.8180308,-23.8196811,355,6446-326-1,*,WASP-22 b,318.63,0.87,0.08,5.6E-10,18.07,1.24,1.08,1.46,1.23,0.67,1,Simbad,52.81803,-23.81968,03311633-2349109,52.818043,-23.819702,0.060,0.060,90,10.634,10.392,10.318,0.021,0.023,0.020,AAA,222,0,2451869.7689
0.165322,72.5744233,-24.3688433,356,6466-1769-1,*,HD 30856 b,132.1,1.64,0.03,2.3E-8,166.74,4.73,,1.65,,2.11,1,Simbad,72.57442,-24.36884,04501787-2422077,72.574470,-24.368826,0.070,0.060,0,6.255,5.798,5.657,0.024,0.034,0.026,AAA,111,0,2451169.6204
0.054797,75.2996639,-26.0541592,357,6469-1972-1,*,WASP-61 b,552.13,0.79,0.0,3.5E-10,13.05,1.55,0.69,1.82,1.41,2.68,1,Simbad,75.29966,-26.05416,05011191-2603149,75.299663,-26.054144,0.060,0.060,17,11.219,11.034,11.008,0.028,0.024,0.026,AAA,222,0,2451175.5333
0.047133,77.0042181,-26.7974706,358,6481-1002-1,*,HD 33283 b,88.35,1.98,0.0,1.6E-8,91.65,1.74,,1.47,,0.37,1,Simbad,77.00422,-26.79747,05080100-2647509,77.004206,-26.797478,0.070,0.060,0,6.983,6.729,6.646,0.029,0.027,0.033,AAA,111,0,2451175.5979
0.073869,98.3511142,-23.4861928,359,6507-2660-1,*,WASP-101 b,197.88,0.44,0.05,2.1E-9,30.81,1.31,0.89,1.41,1.43,0.51,1,Simbad,98.35111,-23.48619,06332426-2329103,98.351102,-23.486210,0.070,0.060,0,9.334,9.124,9.075,0.024,0.022,0.025,AAA,222,0,2451198.5974
0.229542,99.0366161,-27.6222967,360,6516-711-1,*,HD 47186 b,37.42,0.89,0.0,2.4E-8,133.78,1.08,,0.96,,0.07,1,Simbad,99.03662,-27.6223,06360878-2737200,99.036588,-27.622238,0.070,0.060,0,6.416,6.100,6.005,0.023,0.029,0.027,AAA,111,0,2451300.4708
0.255269,93.3985883,-29.8972633,361,6517-2108-1,*,HD 43197 b,61.2,0.97,0.0,7.3E-9,78.09,1.03,,0.77,,,1,Simbad,93.39859,-29.89726,06133564-2953503,93.398523,-29.897306,0.080,0.060,0,7.658,7.328,7.203,0.024,0.038,0.026,AAA,111,0,2451194.6805
0.286732,135.3020564,-25.5270647,362,6589-761-1,*,HD 77338 b,45.76,0.73,0.0,1.1E-8,98.64,0.97,,1.37,,0.06,1,Simbad,135.30206,-25.52706,09011248-2531371,135.302037,-25.526987,0.060,0.060,0,7.218,6.905,6.761,0.023,0.033,0.016,AAA,111,0,2451257.5183
0.296643,155.9803083,-29.6455303,363,6631-431-1,*,HD 90156 b,,0.68,0.0,4.8E-8,191.03,,,,,,1,Simbad,155.98031,-29.64553,10235528-2938441,155.980357,-29.645601,0.070,0.060,0,5.685,5.382,5.245,0.023,0.034,0.024,AAA,111,0,2451243.6526
0.123628,165.3995706,-23.8606692,364,6636-540-1,*,WASP-34 b,112.75,0.5,0.04,2.0E-9,37.59,0.91,1.78,0.96,1.0,0.56,1,Simbad,165.39957,-23.86067,11013589-2351382,165.399561,-23.860636,0.060,0.060,90,9.172,8.842,8.792,0.026,0.042,0.021,AAA,112,0,2450950.5299
0.134769,169.4481381,-23.9754158,365,6649-807-1,*,HD 98219 b,114.54,1.43,0.0,1.9E-8,156.54,3.85,,1.71,,2.2,1,Simbad,169.44814,-23.97542,11174756-2358315,169.448179,-23.975418,0.070,0.060,90,6.420,5.913,5.813,0.020,0.031,0.023,AAA,111,0,2450950.5475
0.041749,195.3598919,-27.5221981,366,6706-861-1,*,WASP-25 b,193.29,1.93,0.14,5.4E-10,19.35,0.8,1.82,0.67,1.07,0.44,1,Simbad,195.35989,-27.5222,13012637-2731199,195.359879,-27.522200,0.060,0.060,90,10.596,10.268,10.174,0.027,0.023,0.021,AAA,222,0,2450963.5087
0.428180,228.3694461,-25.3093464,367,6766-877-1,*,HD 134987 b,26.12,2.52,0.0,6.8E-8,216.81,1.22,,1.1,,1.61,1,Simbad,228.36945,-25.30935,15132869-2518335,228.369573,-25.309315,0.070,0.070,90,5.268,5.121,4.882,0.037,0.015,0.016,EAA,111,0,2451265.8099
0.078780,240.0335897,-23.18926,368,6779-268-1,*,K2-38 b,235.35,0.64,0.13,1.1E-9,27.23,1.38,1.21,2.24,0.17,0.06,1,Simbad,240.03359,-23.18926,16000805-2311213,240.033568,-23.189251,0.060,0.060,90,9.911,9.600,9.470,0.024,0.026,0.021,AAA,222,0,2451295.7524
0.120187,239.9622803,-28.0617575,369,6787-1927-1,*,WASP-17 b,389.03,0.43,0.04,7.8E-10,17.79,1.49,0.98,2.28,1.87,0.78,1,Simbad,239.96228,-28.06176,15595095-2803422,239.962306,-28.061733,0.060,0.060,90,10.509,10.319,10.224,0.027,0.024,0.027,AAA,222,0,2450997.5022
0.073540,242.9018558,-27.0781747,370,6801-585-1,*,HD 145377 b,52.78,1.45,0.0,1.5E-8,92.96,1.05,,1.2,,6.02,1,Simbad,242.90186,-27.07817,16113644-2704414,242.901868,-27.078192,0.060,0.060,90,7.014,6.797,6.706,0.018,0.040,0.018,AAA,111,0,2450997.6319
0.080075,270.778885,-28.5606531,371,6854-175-1,*,HD 164604 b,38.54,2.57,0.0,4.9E-9,86.62,0.72,,0.39,,,1,Simbad,270.77888,-28.56065,18030693-2833383,270.778909,-28.560646,0.060,0.060,90,7.784,7.306,7.169,0.024,0.038,0.020,AAA,111,0,2450891.8900
0.263652,278.6819806,-28.0723128,372,6866-1721-1,*,HD 171238 b,,0.71,0.0,1.0E-8,94.98,,,,,,1,Simbad,278.68198,-28.07231,18344369-2804202,278.682063,-28.072304,0.060,0.060,90,7.244,6.868,6.831,0.019,0.023,0.017,AAA,111,0,2450992.6532
0.086298,276.9561814,-29.8168631,373,6869-1277-1,*,HD 169830 b,,0.81,0.0,1.1E-7,230.56,,,,,,0,Simbad,276.95618,-29.81686,18274949-2949007,276.956209,-29.816862,0.060,0.060,0,4.974,4.778,4.688,0.018,0.023,0.024,AAA,111,0,2451013.6616
0.127039,290.2676289,-23.6195703,374,6875-192-1,*,HD 181342 b,119.98,5.01,0.03,3.3E-8,197.37,5.09,,2.25,,3.79,1,Simbad,290.26763,-23.61957,19210423-2337104,290.267665,-23.619558,0.060,0.060,90,5.853,5.370,5.251,0.018,0.026,0.020,AAA,111,0,2450989.7473
0.195181,289.8237908,-23.5581556,375,6875-222-1,*,HD 180902 b,98.88,1.18,0.03,2.6E-8,177.8,3.78,,1.52,,1.56,1,Simbad,289.82379,-23.55816,19191769-2333294,289.823736,-23.558176,0.060,0.060,90,6.121,5.670,5.543,0.018,0.034,0.020,AAA,111,0,2450989.7211
0.113658,288.8884581,-24.1793519,376,6875-3273-1,*,HD 179949 b,,2.07,0.0,8.1E-8,201.21,,,,,,0,Simbad,288.88846,-24.17935,19153322-2410455,288.888451,-24.179321,0.070,0.060,90,5.296,5.101,4.936,0.027,0.044,0.018,AAA,111,0,2451334.8725
0.664929,303.8224633,-27.0329756,377,6914-1943-1,*,HD 192310 b,,9.61,0.0,1.5E-7,410.3,,,,,,0,Simbad,303.82246,-27.03298,20151734-2701585,303.822259,-27.032944,0.290,0.290,90,4.112,3.582,3.501,0.294,0.266,0.232,DDD,333,0,2451367.6628
0.131586,312.4574481,-24.4287572,378,6926-454-1,*,HATS-3 b,316.74,0.91,0.0,4.7E-10,14.73,1.0,0.62,0.44,0.99,0.55,1,Simbad,312.45745,-24.42876,20494978-2425436,312.457440,-24.428793,0.070,0.070,90,10.980,10.719,10.694,0.021,0.024,0.021,AAA,222,0,2451815.5924
0.421874,328.1511767,-26.0265597,379,6956-378-1,*,HD 207832 b,59.07,1.34,0.0,8.4E-9,75.88,0.96,,1.02,,0.6,1,Simbad,328.15118,-26.02656,21523626-2601352,328.151110,-26.026459,0.060,0.060,0,7.587,7.297,7.207,0.018,0.024,0.017,AAA,111,0,2451013.7565
0.088994,348.1572417,-22.6739614,380,6972-75-1,*,WASP-6 b,184.57,2.87,0.07,4.0E-10,18.42,0.73,2.01,0.55,1.03,0.37,1,Simbad,348.15724,-22.67396,23123773-2240261,348.157246,-22.673937,0.060,0.060,17,10.769,10.445,10.325,0.026,0.025,0.025,AAA,222,0,2450996.9222
0.271352,343.9737847,-26.6587631,381,6974-283-1,*,HD 216770 b,36.65,5.29,0.0,1.6E-8,118.09,0.93,,0.74,,0.57,1,Simbad,343.97378,-26.65876,22555369-2639313,343.973714,-26.658722,0.070,0.060,90,6.752,6.429,6.311,0.018,0.026,0.021,AAA,111,0,2451005.9106
0.065507,5.2374756,-35.9982656,382,6996-583-1,*,WASP-45 b,225.07,3.07,0.0,3.6E-10,19.79,0.96,1.53,0.95,1.14,1.04,1,Simbad,5.23748,-35.99827,00205699-3559537,5.237497,-35.998260,0.060,0.060,90,10.753,10.365,10.294,0.024,0.026,0.021,AAA,222,0,2451392.9403
0.148620,41.0400458,-30.1690472,383,7011-487-1,*,WASP-72 b,422.93,0.54,0.07,1.2E-9,24.0,2.18,0.38,2.78,1.29,2.3,1,Simbad,41.04005,-30.16905,02440959-3010085,41.039999,-30.169039,0.060,0.060,90,9.964,9.724,9.617,0.024,0.024,0.021,AAA,222,0,2451147.6735
0.286563,39.2441994,-34.5779758,384,7014-630-1,*,HD 16417 b,,2.66,0.0,1.3E-7,290.73,,,,,,0,Simbad,39.2442,-34.57798,02365859-3434404,39.244137,-34.577915,0.110,0.110,90,4.596,4.185,4.246,0.238,0.234,0.018,DDA,331,0,2451147.6045
0.382871,50.17789,-33.7301039,385,7023-236-1,*,HD 20868 b,48.19,1.97,0.0,3.8E-9,73.59,0.76,,0.39,,1.25,1,Simbad,50.17789,-33.7301,03204266-3343484,50.177767,-33.730133,0.070,0.070,90,8.138,7.641,7.543,0.032,0.031,0.015,AAA,111,0,2451154.5291
0.006902,66.3709008,-30.6004453,386,7038-834-1,*,WASP-79 b,243.98,1.06,0.0,2.4E-9,30.6,1.6,0.49,1.43,1.67,0.85,1,Simbad,66.3709,-30.60045,04252901-3036016,66.370903,-30.600445,0.070,0.070,90,9.299,9.123,9.056,0.022,0.023,0.023,AAA,222,0,2451168.5534
0.118124,96.4103125,-31.4809567,387,7073-2172-1,*,HD 45364 b,,0.45,0.0,1.7E-8,119.64,,,,,,0,Simbad,96.41031,-31.48096,06253848-3128515,96.410337,-31.480982,0.060,0.060,90,6.748,6.380,6.316,0.032,0.033,0.018,AAA,111,0,2451219.5458
0.067368,103.0084342,-33.9155608,388,7096-565-1,*,HD 50499 b,,0.88,0.0,3.4E-8,138.97,,,,,,1,Simbad,103.00843,-33.91556,06520202-3354559,103.008448,-33.915546,0.060,0.060,0,6.152,5.884,5.836,0.019,0.029,0.016,AAA,111,0,2451202.7529
0.072148,129.0958967,-30.0376231,389,7136-2007-1,*,HD 73256 b,35.88,1.47,0.0,1.7E-8,119.99,0.93,,0.81,,1.57,1,Simbad,129.0959,-30.03762,08362301-3002155,129.095889,-30.037642,0.060,0.060,90,6.719,6.376,6.264,0.029,0.024,0.023,AAA,111,0,2451295.5626
0.205780,129.0740675,-34.4599778,390,7144-1553-1,*,HD 73267 b,,1.19,0.0,8.1E-9,84.98,,,,,,1,Simbad,129.07407,-34.45998,08361779-3427358,129.074136,-34.459969,0.060,0.060,90,7.493,7.126,7.062,0.023,0.031,0.023,AAA,111,0,2451295.5659
0.086523,161.0871461,-33.5770244,391,7190-2048-1,*,HD 93083 b,,5.28,0.0,1.5E-8,130.24,,,,,,1,Simbad,161.08715,-33.57702,10442091-3334372,161.087166,-33.577007,0.060,0.060,0,6.694,6.259,6.132,0.020,0.031,0.021,AAA,111,0,2451260.7027
0.013809,158.2249692,-34.9898478,392,7193-1804-1,*,WASP-66 b,499.34,0.48,0.22,6.8E-10,16.39,1.76,0.34,1.33,1.4,2.35,1,Simbad,158.22497,-34.98985,10325399-3459234,158.224966,-34.989845,0.060,0.060,0,10.719,10.496,10.452,0.022,0.024,0.022,AAA,222,0,2451260.5904
0.594415,173.8622819,-32.5399678,393,7220-1321-1,*,GJ 433 b,9.13,1.19,0.0,1.2E-8,255.09,0.5,,0.59,,0.02,1,Simbad,173.86228,-32.53997,11352695-3232232,173.862294,-32.539803,0.060,0.060,0,6.471,5.856,5.623,0.018,0.036,0.021,AAA,111,0,2451261.7439
0.033447,190.6187256,-30.6398675,394,7247-587-1,*,WASP-41 b,156.56,4.46,0.08,7.6E-10,24.59,0.83,2.01,0.81,1.1,0.85,1,Simbad,190.61873,-30.63987,12422849-3038235,190.618736,-30.639870,0.070,0.060,90,10.096,9.752,9.677,0.024,0.024,0.019,AAA,222,0,2451619.6413
0.403593,197.6659319,-35.0547819,395,7258-1542-1,*,HD 114386 b,27.94,2.96,0.0,1.2E-8,126.1,0.76,,0.6,,1.14,1,Simbad,197.66593,-35.05478,13103983-3503168,197.665989,-35.054680,0.060,0.060,90,6.968,6.497,6.351,0.024,0.042,0.018,AAA,111,0,2451267.6867
0.193617,198.1844039,-31.8733489,396,7263-2071-1,*,HD 114729 b,37.69,2.15,0.0,5.7E-8,191.69,1.55,,1.24,,1.09,1,Simbad,198.1844,-31.87335,13124426-3152239,198.184454,-31.873316,0.060,0.060,90,5.559,5.290,5.136,0.019,0.031,0.023,AAA,111,0,2451267.7004
0.454751,202.3379744,-35.5709981,397,7272-1998-1,*,HD 117207 b,32.42,0.92,0.0,3.5E-8,158.8,1.11,,0.96,,1.73,1,Simbad,202.33797,-35.571,13292114-3534154,202.338118,-35.570950,0.270,0.060,0,6.034,5.749,5.650,0.019,0.038,0.020,AAA,111,0,2450891.7553
0.066452,208.9279597,-32.1596128,398,7283-1162-1,*,WASP-15 b,290.47,0.48,0.03,1.2E-9,23.63,1.48,0.52,1.18,1.41,0.54,1,Simbad,208.92796,-32.15961,13554270-3209345,208.927939,-32.159607,0.060,0.060,90,9.956,9.713,9.693,0.023,0.025,0.023,AAA,222,0,2451020.5082
0.434761,208.466925,-35.3143619,399,7287-1874-1,*,HIP 67851 b,,1.87,0.0,1.1E-7,396.25,,,,,,0,Simbad,208.46692,-35.31436,13535209-3518517,208.467073,-35.314362,0.290,0.290,90,4.479,3.810,3.751,0.316,0.246,0.236,DDD,333,0,2451020.4872
0.591590,290.7207708,-32.9190522,400,7428-2738-1,*,HD 181720 b,58.8,2.83,0.0,2.0E-8,118.98,1.5,,1.03,,0.4,1,Simbad,290.72077,-32.91905,19225298-3255079,290.720763,-32.918888,0.060,0.060,90,6.652,6.346,6.294,0.019,0.029,0.034,AAA,111,0,2451020.5534
0.138309,301.8319528,-35.5386342,401,7449-1245-1,*,HD 190647 b,53.74,0.9,0.0,2.1E-8,125.15,1.45,,1.14,,1.94,1,Simbad,301.83195,-35.53863,20071966-3532189,301.831941,-35.538597,0.070,0.060,0,6.546,6.251,6.161,0.024,0.023,0.038,AAA,111,0,2451336.9050
0.035528,313.7831097,-34.1355531,402,7466-1400-1,*,WASP-94 A b,198.61,0.19,0.0,2.3E-9,34.67,1.48,0.73,1.67,1.58,0.5,1,Simbad,313.78311,-34.13555,20550794-3408079,313.783098,-34.135555,0.060,0.060,0,9.159,8.916,8.874,0.027,0.022,0.024,AAA,222,0,2451045.5892
4.939530,313.7831097,-34.1355531,402,7466-1400-1,*,WASP-94 A b,198.61,0.19,0.0,2.3E-9,34.67,1.48,0.73,1.67,1.58,0.5,1,Simbad,313.78311,-34.13555,20550793-3408129,313.783082,-34.136925,0.220,0.160,4,15.625,10.830,10.570,0.166,,,CUU,200,0,2451045.5861
0.124602,324.5350183,-31.7374842,403,7487-1980-1,*,HD 205739 b,93.19,1.79,0.03,1.0E-8,67.27,1.35,,1.66,,,1,Simbad,324.53502,-31.73748,21380840-3144150,324.535039,-31.737514,0.060,0.060,90,7.585,7.350,7.299,0.024,0.038,0.026,AAA,111,0,2451749.8759
0.088436,359.9002964,-35.0313667,404,7522-505-1,*,WASP-8 b,89.29,3.15,0.0,3.8E-9,53.56,1.03,1.74,1.34,1.13,2.54,1,Simbad,359.9003,-35.03137,23593607-3501530,359.900292,-35.031391,0.080,0.080,90,8.501,8.218,8.086,0.027,0.049,0.023,AAA,111,0,2451401.7563
4.114330,359.9002964,-35.0313667,404,7522-505-1,*,WASP-8 b,89.29,3.15,0.0,3.8E-9,53.56,1.03,1.74,1.34,1.13,2.54,1,Simbad,359.9003,-35.03137,23593612-3501569,359.900526,-35.032494,0.080,0.080,90,9.149,9.024,8.758,0.190,0.194,0.120,CCB,111,0,2451401.7563
0.021391,10.8024825,-37.9826314,405,7532-852-1,*,HD 4113 b,41.69,1.13,0.0,1.9E-8,118.34,1.06,,0.82,,,1,Simbad,10.80248,-37.98263,00431259-3758574,10.802490,-37.982632,0.070,0.070,90,6.672,6.345,6.289,0.023,0.021,0.021,AAA,111,0,2451391.9233
0.200509,16.1672931,-39.4882178,406,7533-1111-1,*,HD 6434 b,42.4,1.58,0.0,2.2E-8,122.84,1.12,,1.1,,0.49,1,Simbad,16.16729,-39.48822,01044015-3929173,16.167306,-39.488163,0.060,0.060,90,6.577,6.272,6.187,0.020,0.033,0.026,AAA,111,0,2451390.9214
0.121048,20.9051492,-41.2697997,407,7544-986-1,*,HD 8535 b,55.28,1.23,0.0,2.2E-8,106.93,1.27,,1.55,,,1,Simbad,20.90515,-41.2698,01233723-4116113,20.905143,-41.269833,0.060,0.060,90,6.735,6.449,6.354,0.024,0.024,0.021,AAA,111,0,2451118.6021
0.144770,49.9818789,-43.0697828,408,7567-1183-1,*,HD 20794 b,,1.99,0.0,5.6E-7,700.7,,,,,,0,Simbad,49.98188,-43.06978,03195563-4304112,49.981833,-43.069805,0.290,0.290,0,3.032,2.709,2.636,0.262,0.234,0.278,DDD,333,0,2451547.5686
0.080471,94.3364539,-38.3232703,409,7612-556-1,*,WASP-63 b,296.2,1.43,0.11,1.1E-9,29.15,1.86,0.28,1.28,1.41,0.37,1,Simbad,94.33645,-38.32327,06172074-3819237,94.336431,-38.323257,0.060,0.060,0,9.818,9.463,9.393,0.024,0.021,0.021,AAA,222,0,2451556.5650
0.506560,125.3672358,-39.7054114,410,7665-696-1,*,HD 70642 b,29.19,3.4,0.0,3.6E-8,162.27,1.02,,0.96,,1.85,1,Simbad,125.36724,-39.70541,08212815-3942199,125.367297,-39.705544,0.060,0.060,90,5.954,5.674,5.574,0.020,0.040,0.020,AAA,111,0,2451226.6125
0.453700,129.3186806,-41.3191081,411,7670-3068-1,*,HD 73526 b,95.37,0.52,0.03,7.4E-9,74.82,1.53,,1.14,,3.08,1,Simbad,129.31868,-41.31911,08371648-4119092,129.318703,-41.319233,0.070,0.060,0,7.708,7.470,7.302,0.023,0.034,0.026,AAA,111,0,2451236.5343
0.541018,131.9182892,-41.7367931,412,7683-1503-1,*,HD 75289 b,28.97,2.36,0.0,7.3E-8,198.18,1.23,,1.29,,0.49,1,Simbad,131.91829,-41.73679,08474038-4144119,131.918255,-41.736645,0.070,0.060,0,5.346,5.187,5.012,0.019,0.031,0.020,AAA,111,0,2451236.6338
0.101520,144.2992814,-43.2722039,413,7704-39-1,*,HD 83443 b,40.42,7.18,0.0,1.4E-8,108.26,0.94,,0.79,,0.34,1,Simbad,144.29928,-43.2722,09371182-4316198,144.299257,-43.272182,0.060,0.060,0,6.876,6.585,6.444,0.023,0.034,0.020,AAA,111,0,2451255.5078
0.572898,147.7793819,-43.5027847,414,7706-1752-1,*,HD 85512 b,11.32,4.96,0.0,3.9E-8,293.21,0.71,,0.43,,0.01,1,Simbad,147.77938,-43.50278,09510700-4330097,147.779192,-43.502705,0.070,0.070,90,5.451,4.998,4.717,0.018,0.026,0.021,AEA,111,0,2451255.6373
0.093514,176.6294692,-40.5003533,415,7745-1381-1,*,HD 102365 b,,0.85,0.0,3.1E-7,484.08,,,,,,0,Simbad,176.62947,-40.50035,11463107-4030013,176.629499,-40.500366,0.290,0.290,0,3.931,3.490,3.489,0.276,0.238,0.278,DDD,333,0,2451562.8643
0.239587,189.3182333,-40.8121139,416,7762-1479-1,*,HD 109749 b,62.69,0.72,0.0,1.4E-8,95.01,1.28,,1.23,,0.28,1,Simbad,189.31823,-40.81211,12371639-4048435,189.318319,-40.812099,0.060,0.060,90,7.057,6.797,6.678,0.021,0.031,0.024,AAA,111,0,2451277.6157
0.299585,198.0132708,-37.803025,417,7774-1925-1,*,HD 114613 b,,2.59,0.0,3.0E-7,461.84,,,,,,0,Simbad,198.01327,-37.80302,13120320-3748110,198.013352,-37.803078,0.290,0.290,90,3.692,3.346,3.303,0.252,0.206,0.256,DCD,333,0,2451301.6101
0.423849,215.3466089,-40.3939467,418,7809-2461-1,*,HD 125595 b,28.27,2.67,0.0,9.5E-9,121.67,0.74,,0.29,,0.02,1,Simbad,215.34661,-40.39395,14212322-4023382,215.346762,-40.393963,0.060,0.060,90,7.097,6.608,6.447,0.021,0.026,0.023,AAA,111,0,2451284.8411
0.073878,246.0053719,-39.1929756,419,7853-621-1,*,HD 147513 b,,1.24,0.0,1.9E-7,344.37,,,,,,0,Simbad,246.00537,-39.19298,16240128-3911346,246.005351,-39.192963,0.160,0.160,90,4.405,4.025,3.933,0.258,0.190,0.036,DCE,331,0,2451606.8774
0.093445,240.4597794,-44.4345336,420,7863-1386-1,*,HD 143361 b,68.73,0.63,0.0,5.8E-9,68.89,1.02,,0.87,,,1,Simbad,240.45978,-44.43453,16015034-4426042,240.459791,-44.434509,0.060,0.060,90,7.905,7.572,7.488,0.026,0.038,0.018,AAA,111,0,2451330.7515
0.098150,256.1286281,-43.3097683,421,7881-474-1,*,HD 153950 b,48.04,3.83,0.0,2.9E-8,123.75,1.28,,1.25,,2.95,1,Simbad,256.12863,-43.30977,17043086-4318351,256.128592,-43.309761,0.060,0.060,90,6.313,6.078,6.006,0.018,0.034,0.017,AAA,111,0,2451403.5219
0.013942,267.6598175,-40.3183517,422,7890-1378-1,*,HD 162020 b,30.75,3.9,0.0,8.6E-9,114.13,0.75,,0.42,,9.84,1,Simbad,267.65982,-40.31835,17503835-4019060,267.659816,-40.318348,0.060,0.060,90,7.175,6.649,6.539,0.021,0.027,0.024,AAA,111,0,2451702.5903
0.350870,264.7480289,-43.1455117,423,7896-3839-1,*,HD 159868 b,55.36,1.91,0.0,3.5E-8,165.76,1.97,,1.42,,2.51,1,Simbad,264.74803,-43.14551,17385955-4308437,264.748160,-43.145493,0.060,0.060,90,5.941,5.567,5.535,0.021,0.026,0.024,AAA,111,0,2451327.6452
0.147033,311.0425864,-39.2252361,424,7963-1570-1,*,WASP-7 b,158.13,0.6,0.0,4.0E-9,42.39,1.44,0.9,1.91,1.07,1.25,1,Simbad,311.04259,-39.22524,20441022-3913309,311.042609,-39.225273,0.060,0.060,90,8.648,8.414,8.396,0.027,0.042,0.023,AAA,112,0,2451750.6084
0.107316,321.5953086,-37.8294303,425,7979-47-1,*,HIP 105854 b,,5.4,0.0,2.3E-7,672.35,,,,,,0,Simbad,321.59531,-37.82943,21262286-3749458,321.595277,-37.829414,0.290,0.290,90,3.813,3.107,2.994,0.192,0.200,0.232,CCD,333,0,2451407.7634
0.188584,329.3326964,-37.7636228,426,7982-636-1,*,HD 208487 b,,1.26,0.0,2.7E-8,118.41,,,,,,0,Simbad,329.3327,-37.76362,21571986-3745489,329.332750,-37.763592,0.080,0.070,0,6.477,6.213,6.159,0.019,0.026,0.034,AAA,111,0,2451364.8582
0.095453,357.8795164,-39.9067397,427,8015-1020-1,*,WASP-29 b,87.13,0.56,0.01,1.2E-9,42.05,0.79,2.22,0.77,0.77,0.23,1,Simbad,357.87952,-39.90674,23513108-3954241,357.879538,-39.906719,0.060,0.060,90,9.353,8.875,8.783,0.021,0.019,0.020,AAA,222,0,2451435.6410
0.104097,353.5628619,-42.0614036,428,8017-108-1,*,WASP-4 b,275.4,1.74,0.0,2.8E-10,15.16,0.9,1.69,0.87,1.33,1.18,1,Simbad,353.56286,-42.0614,23341508-4203411,353.562841,-42.061428,0.070,0.060,0,11.179,10.842,10.746,0.025,0.026,0.021,AAA,222,0,2451834.6287
